mnist3,dp,10000,784,4.02273,7690,7840000,6031270,0.76929,1,1,4.02261,1,max
mnist3,dp,10000,784,4.02273,5406,7840000,4242898,0.54119,1,1,1.84474,1,mean
mnist4,dp,20000,784,3.23399,15136,15680000,11871488,0.75711,1,1,3.23377,1,max
mnist4,dp,20000,784,3.23399,10668,15680000,8373044,0.534,1,1,1.50894,1,mean
