No. of points(n), No. of dimensions(d), Epsilon, Size of subset(points in U), Initial memory, Final memory, Compression Ratio, Sparsity for points not in U, Sparsity coeff, Avg.Cost

351,34,1.4024,163,11934,5730,0.48014,1,0.006135,0.94768
