351,34,45,198,5.9125e-14,0.16251,1
351,34,321,123,6.281e-14,0.26236,2
351,34,222,85,7.1767e-14,0.37962,3
351,34,35,60,5.6835e-14,0.53632,4
351,34,98,41,7.1473e-14,0.79376,5
351,34,192,1,62.661,1,6
351,34,337,2,55.562,1,7
351,34,339,1,65.783,1,8
351,34,56,1,65.028,0.99715,9
351,34,341,1,67.471,1,10
