No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
1500.00000,1000.00000,1.39562,587.00000,1500000.00000,590983.00000,0.39399,10.00000,2.02333,1.39554,10.00000,max
