No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
351.00000,34.00000,0.70972,50.00000,11934.00000,3878.00000,0.32495,6.20513,6.20513,0.83310,50.00000,mean351.00000,34.00000,0.70972,50.00000,11934.00000,3878.00000,0.32495,50.00000,6.20513,0.83310,50.00000,mean351.00000,34.00000,0.70972,50.00000,11934.00000,3878.00000,0.32495,50.00000,6.20513,0.83310,50.00000,mean351.00000,34.00000,0.70972,50.00000,11934.00000,3878.00000,0.32495,50.00000,6.20513,0.83310,50.00000,mean351.00000,34.00000,0.70972,50.00000,11934.00000,3458.00000,0.28976,50.00000,5.00855,0.47261,50.00000,mean351.00000,34.00000,0.70972,50.00000,11934.00000,3458.00000,0.28976,50.00000,5.00855,0.47261,50.00000,mean351.00000,34.00000,0.70972,50.00000,11934.00000,3458.00000,0.28976,50.00000,5.00855,0.47261,50.00000,mean
