No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,82.51119,36.00000,784000.00000,36862.00000,0.04702,5.00000,4.83700,82.06172,10.00000,mean1000.00000,784.00000,82.51119,36.00000,784000.00000,36862.00000,0.04702,5.00000,4.83700,82.06172,10.00000,mean
