No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
2126.00000,21.00000,0.18247,100.00000,44646.00000,4241.00000,0.09499,1.00706,1.00706,0.29707,100.00000,max2126.00000,21.00000,0.18247,100.00000,44646.00000,8842.00000,0.19805,3.17121,3.17121,0.14584,100.00000,max2126.00000,21.00000,0.18247,100.00000,44646.00000,8855.00000,0.19834,3.17733,3.17733,0.14608,100.00000,max
