No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,82.51119,50.00000,784000.00000,42107.00000,0.05371,50.00000,2.90700,70.32775,50.00000,max1000.00000,784.00000,82.51119,50.00000,784000.00000,42107.00000,0.05371,50.00000,2.90700,70.32775,50.00000,max
