No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
1000.00000,784.00000,5.47235,100.00000,784000.00000,78400.00000,0.10000,0.00000,0.00000,9.27148,100.00000,max1000.00000,784.00000,5.47235,100.00000,784000.00000,79758.00000,0.10173,1.35800,1.35800,4.56903,100.00000,max
