No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
351.00000,34.00000,0.70972,50.00000,11934.00000,1859.00000,0.15577,0.45299,0.45299,3.67336,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,2501.00000,0.20957,2.28205,2.28205,0.44193,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,2501.00000,0.20957,2.28205,2.28205,0.44193,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,2501.00000,0.20957,2.28205,2.28205,0.44193,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,2501.00000,0.20957,2.28205,2.28205,0.44193,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,2501.00000,0.20957,2.28205,2.28205,0.44193,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,2486.00000,0.20831,2.23932,2.23932,0.43892,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,2501.00000,0.20957,2.28205,2.28205,0.44193,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,3458.00000,0.28976,50.00000,5.00855,0.47261,50.00000,max351.00000,34.00000,0.70972,50.00000,11934.00000,3458.00000,0.28976,50.00000,5.00855,0.47261,50.00000,max
