No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
569.00000,30.00000,0.32456,100.00000,17070.00000,3172.00000,0.18582,0.30228,0.30228,1.14386,100.00000,max569.00000,30.00000,0.32456,100.00000,17070.00000,3811.00000,0.22326,1.42531,1.42531,0.36022,100.00000,max569.00000,30.00000,0.32456,100.00000,17070.00000,3802.00000,0.22273,1.40949,1.40949,0.29378,100.00000,max
