No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
351.00000,34.00000,0.70972,120.00000,11934.00000,4773.00000,0.39995,2.00000,1.65812,2.40776,34.00000,max351.00000,34.00000,0.70972,200.00000,11934.00000,7253.00000,0.60776,2.00000,1.43020,2.40776,34.00000,max351.00000,34.00000,0.70972,300.00000,11934.00000,10353.00000,0.86752,2.00000,1.14530,2.13908,34.00000,max
