No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
386.00000,4.00000,0.03553,35.00000,1544.00000,2757.00000,1.78562,10.00000,3.93523,0.03552,10.00000,max
