No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
569.00000,30.00000,0.32456,20.00000,17070.00000,32991.00000,1.93269,30.00000,28.98067,0.33054,30.00000,mean
