No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost
569,30,0.32456,106,17070,4569,0.26766,2,0.01711,0.18908
