No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,5.47235,211.00000,784000.00000,167791.00000,0.21402,2.00000,1.78900,4.31279,2.00000,mean1000.00000,784.00000,5.47235,211.00000,784000.00000,167791.00000,0.21402,2.00000,1.78900,4.31279,2.00000,mean
