No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
351.00000,34.00000,0.70972,95.00000,11934.00000,8824.00000,0.73940,34.00000,8.60399,2.47280,34.00000,max351.00000,34.00000,0.70972,200.00000,11934.00000,9779.00000,0.81942,34.00000,5.02849,2.32032,34.00000,max351.00000,34.00000,0.70972,300.00000,11934.00000,10859.00000,0.90992,34.00000,1.86610,2.13742,34.00000,max351.00000,34.00000,0.70972,94.00000,11934.00000,8811.00000,0.73831,34.00000,8.63248,2.45645,34.00000,max351.00000,34.00000,0.70972,200.00000,11934.00000,9875.00000,0.82747,34.00000,5.16524,2.31381,34.00000,max351.00000,34.00000,0.70972,300.00000,11934.00000,10873.00000,0.91109,34.00000,1.88604,2.13246,34.00000,max
