No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
569.00000,30.00000,0.32456,50.00000,17070.00000,1672.00000,0.09795,0.30228,0.30228,1.14619,50.00000,max569.00000,30.00000,0.32456,50.00000,17070.00000,2341.00000,0.13714,1.47803,1.47803,0.24329,50.00000,max569.00000,30.00000,0.32456,50.00000,17070.00000,2341.00000,0.13714,1.47803,1.47803,0.24329,50.00000,max569.00000,30.00000,0.32456,50.00000,17070.00000,2341.00000,0.13714,1.47803,1.47803,0.24329,50.00000,max569.00000,30.00000,0.32456,50.00000,17070.00000,2341.00000,0.13714,1.47803,1.47803,0.24329,50.00000,max569.00000,30.00000,0.32456,50.00000,17070.00000,2341.00000,0.13714,1.47803,1.47803,0.24329,50.00000,max569.00000,30.00000,0.32456,50.00000,17070.00000,2341.00000,0.13714,1.47803,1.47803,0.24329,50.00000,max
