No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m)
1000,784,5.4724,225,7.84e+05,1.7718e+05,0.22599,1,0.0044444,4.4003,5
