No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,5.47235,100.00000,784000.00000,82647.00000,0.10542,100.00000,4.24700,4.41523,100.00000,mean
