No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
351.00000,34.00000,7.09724,50.00000,11934.00000,1700.00000,0.14245,0.00000,0.00000,4.06337,50.00000,max
