No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
1500.00000,1000.00000,1.39562,674.00000,1500000.00000,674826.00000,0.44988,1.00000,1.00000,0.76777,1.00000,mean
