No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,5.38375,216.00000,784000.00000,174136.00000,0.22211,10.00000,3.00400,5.38354,10.00000,max1000.00000,784.00000,5.38375,216.00000,784000.00000,174136.00000,0.22211,10.00000,3.00400,5.38354,10.00000,max
