No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m)
2000,784,5.0458,1489,1.568e+06,1.1679e+06,0.74483,1,0.00067159,1.0233,1
