No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,5.47235,173.00000,784000.00000,140701.00000,0.17947,81.00000,3.12100,5.47232,100.00000,max
