No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,5.47235,187.00000,784000.00000,151627.00000,0.19340,11.00000,3.10300,5.47195,11.00000,max1000.00000,784.00000,5.47235,187.00000,784000.00000,151627.00000,0.19340,11.00000,3.10300,5.47195,11.00000,max
