No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost
2126,21,0.020707,396,44646,13506,0.30251,2,0.0045801,0.011064
