No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
351.00000,34.00000,0.70972,50.00000,11934.00000,2001.00000,0.16767,1.00000,1.00000,2.98761,34.00000,max351.00000,34.00000,0.70972,161.00000,11934.00000,5664.00000,0.47461,1.00000,1.00000,2.64575,34.00000,max351.00000,34.00000,0.70972,200.00000,11934.00000,6951.00000,0.58245,1.00000,1.00000,2.66747,34.00000,max351.00000,34.00000,0.70972,250.00000,11934.00000,8601.00000,0.72071,1.00000,1.00000,2.64575,34.00000,max351.00000,34.00000,0.70972,300.00000,11934.00000,10251.00000,0.85897,1.00000,1.00000,2.49137,34.00000,max351.00000,34.00000,0.70972,351.00000,11934.00000,11934.00000,1.00000,1.00000,1.00000,0.00000,34.00000,max351.00000,34.00000,0.70972,340.00000,11934.00000,11571.00000,0.96958,1.00000,1.00000,2.12132,34.00000,max351.00000,34.00000,0.70972,350.00000,11934.00000,11901.00000,0.99723,1.00000,1.00000,0.19199,34.00000,max
