No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,82.51119,139.00000,784000.00000,113939.00000,0.14533,9.00000,3.05100,82.49485,10.00000,max1000.00000,784.00000,82.51119,139.00000,784000.00000,113939.00000,0.14533,9.00000,3.05100,82.49485,10.00000,max1000.00000,784.00000,82.51119,139.00000,784000.00000,113939.00000,0.14533,9.00000,3.05100,82.49485,10.00000,max
