No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost
2126,21,0.18247,1417,44646,30466,0.68239,1,0.00070572,0.041822
