No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
569.00000,30.00000,0.64912,50.00000,17070.00000,2095.00000,0.12273,1.04569,1.04569,0.31453,50.00000,max
