No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,82.51119,497.00000,784000.00000,390151.00000,0.49764,1.00000,1.00000,41.49741,1.00000,mean1000.00000,784.00000,82.51119,497.00000,784000.00000,390151.00000,0.49764,1.00000,1.00000,41.49741,1.00000,mean
