No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
351.00000,34.00000,0.70972,34.00000,11934.00000,2741.00000,0.22968,3.00000,2.80627,0.70565,34.00000,mean351.00000,34.00000,0.70972,34.00000,11934.00000,4009.00000,0.33593,5.00000,4.61254,0.70632,34.00000,mean
