No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
2126.00000,21.00000,0.18247,86.00000,44646.00000,85366.00000,1.91206,21.00000,20.17215,0.24594,21.00000,mean2126.00000,21.00000,0.18247,77.00000,44646.00000,85546.00000,1.91610,21.00000,20.25682,0.25365,21.00000,mean
