No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
2126.00000,21.00000,0.18247,1417.00000,44646.00000,30466.00000,0.68239,1.00000,1.00000,1.08702,21.00000,max2126.00000,21.00000,0.18247,2000.00000,44646.00000,42126.00000,0.94356,1.00000,1.00000,0.51609,21.00000,max
