No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
569.00000,30.00000,0.32456,222.00000,17070.00000,7007.00000,0.41049,1.00000,1.00000,0.22212,30.00000,mean
