No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost
569,30,0.32456,61,17070,3354,0.19649,2,0.031029,0.28261
569,30,0.32456,61,17070,3354,0.19649,2,0.031029,0.28261
569,30,0.32456,61,17070,3354,0.19649,2,0.031029,0.28261
569,30,0.32456,61,17070,3354,0.19649,2,0.031029,0.28261
569,30,0.32456,61,17070,3354,0.19649,2,0.031029,0.28261
