No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,4.66093,121.00000,784000.00000,99255.00000,0.12660,3.00000,2.75600,4.38552,10.00000,mean
