No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,82.51119,727.00000,784000.00000,570241.00000,0.72735,1.00000,1.00000,82.51055,1.00000,max1000.00000,784.00000,82.51119,727.00000,784000.00000,570241.00000,0.72735,1.00000,1.00000,82.51055,1.00000,max
