No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
569.00000,30.00000,0.32456,10.00000,17070.00000,2269.00000,0.13292,10.00000,3.46046,0.27310,10.00000,mean
