No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Actual max sparsity,Sparsity coeff,Final cost,Max allowed sparsity(m),Stopping criterion
1000.00000,784.00000,4.66093,255.00000,784000.00000,203829.00000,0.25999,10.00000,2.58200,4.66084,10.00000,max1000.00000,784.00000,4.66093,255.00000,784000.00000,203829.00000,0.25999,10.00000,2.58200,4.66084,10.00000,max1000.00000,784.00000,4.66093,255.00000,784000.00000,203829.00000,0.25999,10.00000,2.58200,4.66084,10.00000,max
