No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
2126.00000,21.00000,0.18247,50.00000,44646.00000,3192.00000,0.07150,1.00753,1.00753,0.34627,50.00000,max2126.00000,21.00000,0.18247,50.00000,44646.00000,10787.00000,0.24161,4.57996,4.57996,0.15056,50.00000,max2126.00000,21.00000,0.18247,50.00000,44646.00000,10767.00000,0.24116,4.57056,4.57056,0.14980,50.00000,max2126.00000,21.00000,0.18247,50.00000,44646.00000,10787.00000,0.24161,4.57996,4.57996,0.15056,50.00000,max2126.00000,21.00000,0.18247,50.00000,44646.00000,10787.00000,0.24161,4.57996,4.57996,0.15056,50.00000,max2126.00000,21.00000,0.18247,50.00000,44646.00000,9950.00000,0.22286,4.18627,4.18627,0.14993,50.00000,max2126.00000,21.00000,0.18247,50.00000,44646.00000,10787.00000,0.24161,4.57996,4.57996,0.15056,50.00000,max
