No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
1000.00000,784.00000,5.47235,50.00000,784000.00000,39200.00000,0.05000,0.00000,0.00000,9.27148,50.00000,max1000.00000,784.00000,5.47235,50.00000,784000.00000,41115.00000,0.05244,1.91500,1.91500,4.80804,50.00000,max1000.00000,784.00000,5.47235,50.00000,784000.00000,41115.00000,0.05244,1.91500,1.91500,4.80804,50.00000,max
