No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost
1000,784,5.4724,723,7.84e+05,5.6711e+05,0.72335,1,0.0013831,1.2388
