No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
351.00000,34.00000,0.70972,100.00000,11934.00000,3559.00000,0.29822,0.45299,0.45299,4.39921,100.00000,max351.00000,34.00000,0.70972,100.00000,11934.00000,4098.00000,0.34339,1.98860,1.98860,1.98353,100.00000,max351.00000,34.00000,0.70972,100.00000,11934.00000,4242.00000,0.35546,2.39886,2.39886,1.98170,100.00000,max
