No. of points(n),No. of dimensions(d),Error tolerance(epsilon),Dictionary size(k),Initial memory,Final memory,Compression ratio,Sparsity level,Sparsity coeff,Final cost,Max sparsity(m),Stopping criterion
2000.00000,784.00000,10.09160,50.00000,1568000.00000,39815.00000,0.02539,0.30750,0.30750,7.54867,50.00000,max
