351,34,1.4024,0.65,93,5.7115,243.35,249.06,0.34834,11934,14533,1.2178
351,34,1.4024,0.66,93,5.8747,249.5,255.37,0.35125,11934,14628,1.2257
351,34,1.4024,0.67,93,5.8524,251.61,257.46,0.33977,11934,14253,1.1943
351,34,1.4024,0.68,93,5.7797,250.27,256.05,0.333,11934,14032,1.1758
351,34,1.4024,0.69,93,5.7615,250.49,256.25,0.3197,11934,13598,1.1394
351,34,1.4024,0.7,93,5.866,254.94,260.81,0.32506,11934,13773,1.1541
351,34,1.4024,0.71,93,5.8948,258.32,264.21,0.32059,11934,13627,1.1419
351,34,1.4024,0.72,93,5.9848,261.11,267.09,0.32025,11934,13616,1.1409
351,34,1.4024,0.73,93,5.8747,261.63,267.51,0.30794,11934,13214,1.1073
351,34,1.4024,0.74,93,6.1184,266.91,273.03,0.31731,11934,13520,1.1329
351,34,1.4024,0.75,93,6.0482,269.54,275.58,0.3114,11934,13327,1.1167
351,34,1.4024,0.76,93,6.2569,275.26,281.52,0.32151,11934,13657,1.1444
351,34,1.4024,0.77,93,6.216,275.68,281.89,0.31155,11934,13332,1.1171
351,34,1.4024,0.78,93,6.3257,277.5,283.82,0.30781,11934,13210,1.1069
351,34,1.4024,0.79,93,6.3536,280.48,286.83,0.30503,11934,13119,1.0993
351,34,1.4024,0.8,93,6.3671,280.22,286.59,0.30273,11934,13044,1.093
351,34,1.4024,0.81,93,6.4877,283.72,290.21,0.30494,11934,13116,1.099
351,34,1.4024,0.82,93,6.4665,286.95,293.41,0.2955,11934,12808,1.0732
351,34,1.4024,0.83,93,6.425,289.02,295.45,0.29182,11934,12688,1.0632
351,34,1.4024,0.84,93,6.4721,290.54,297.01,0.28631,11934,12508,1.0481
351,34,1.4024,0.85,93,6.5454,293.61,300.15,0.28747,11934,12546,1.0513
351,34,1.4024,0.86,93,6.5193,295.76,302.28,0.28447,11934,12448,1.0431
351,34,1.4024,0.87,93,6.4243,292.71,299.13,0.26995,11934,11974,1.0034
351,34,1.4024,0.88,93,6.5714,297.6,304.18,0.27194,11934,12039,1.0088
351,34,1.4024,0.89,93,6.6359,301.99,308.62,0.27259,11934,12060,1.0106
351,34,1.4024,0.9,93,6.7807,305.73,312.52,0.27733,11934,12215,1.0235
351,34,1.4024,0.91,93,6.6907,303.69,310.38,0.26422,11934,11787,0.98768
351,34,1.4024,0.92,93,6.7012,304.44,311.14,0.26033,11934,11660,0.97704
351,34,1.4024,0.93,93,6.7043,308.37,315.07,0.25929,11934,11626,0.97419
351,34,1.4024,0.94,93,6.7894,313.61,320.4,0.26183,11934,11709,0.98115
351,34,1.4024,0.95,93,6.8162,313.7,320.52,0.25868,11934,11606,0.97252
351,34,1.4024,0.96,93,6.8557,316.05,322.91,0.25289,11934,11417,0.95668
351,34,1.4024,0.97,93,6.8587,315.61,322.47,0.2478,11934,11251,0.94277
351,34,1.4024,0.98,93,6.9198,322.22,329.14,0.25457,11934,11472,0.96129
351,34,1.4024,0.99,93,6.8407,318.73,325.57,0.24195,11934,11060,0.92676
351,34,1.4024,1,93,6.9748,323.6,330.57,0.24336,11934,11106,0.93062
